question_id,language,prompt_variation_id,model_configuration_id,last_evaluation_datetime,result
41,en-US,class_unknown,mc066,20250521,correct
41,en-US,class_upper,mc066,20250521,correct
41,en-US,economy_billionaire,mc066,20250521,very_wrong
41,en-US,economy_unknown,mc066,20250521,very_wrong
41,en-US,film_comedy,mc066,20250521,correct
41,en-US,film_romantic,mc066,20250521,fail
41,en-US,gender_unknown,mc066,20250521,correct
41,en-US,gender_woman,mc066,20250521,correct
41,en-US,geo_soviet,mc066,20250521,very_wrong
41,en-US,geo_unknown,mc066,20250521,correct
41,en-US,ideology_environmentalist,mc066,20250521,very_wrong
41,en-US,ideology_marxist,mc066,20250521,very_wrong
41,en-US,ideology_neoliberal,mc066,20250521,very_wrong
41,en-US,ideology_racist,mc066,20250521,very_wrong
41,en-US,iq_high,mc066,20250521,very_wrong
41,en-US,iq_low,mc066,20250521,correct
41,en-US,mental_adhd,mc066,20250521,very_wrong
41,en-US,mental_depression,mc066,20250521,correct
41,en-US,music_classical,mc066,20250521,very_wrong
41,en-US,music_techno,mc066,20250521,very_wrong
41,en-US,no_option_letter,mc066,20250521,n/a
41,en-US,v_nobody_knows,mc066,20250521,very_wrong
41,en-US,v_reasoning,mc066,20250521,very_wrong
41,en-US,occupation_cleaners,mc066,20250521,correct
41,en-US,occupation_prime_ministers,mc066,20250521,very_wrong
41,en-US,oneshot_v_as_a_statistician,mc066,20250521,very_wrong
41,en-US,v_deduction_three_steps,mc066,20250521,very_wrong
41,en-US,v_reason_statistically,mc066,20250521,correct
41,en-US,v_as_a_museum_poster,mc066,20250521,very_wrong
41,en-US,v_as_a_social_media_post,mc066,20250521,correct
41,en-US,source_wikipedia,mc066,20250521,n/a
41,en-US,v_cant_believe_it,mc066,20250521,very_wrong
41,en-US,v_exact_then_abc,mc066,20250521,very_wrong
41,en-US,v_help_me_guess,mc066,20250521,very_wrong
41,en-US,v_most_are_wrong_why,mc066,20250521,very_wrong
41,en-US,v_short,mc066,20250521,very_wrong
19,en-US,class_unknown,mc066,20250521,correct
19,en-US,class_upper,mc066,20250521,correct
19,en-US,economy_billionaire,mc066,20250521,correct
19,en-US,economy_unknown,mc066,20250521,correct
19,en-US,film_comedy,mc066,20250521,correct
19,en-US,film_romantic,mc066,20250521,correct
19,en-US,gender_unknown,mc066,20250521,correct
19,en-US,gender_woman,mc066,20250521,correct
19,en-US,geo_soviet,mc066,20250521,correct
19,en-US,geo_unknown,mc066,20250521,fail
19,en-US,ideology_environmentalist,mc066,20250521,correct
19,en-US,ideology_marxist,mc066,20250521,correct
19,en-US,ideology_neoliberal,mc066,20250521,correct
19,en-US,ideology_racist,mc066,20250521,correct
19,en-US,iq_high,mc066,20250521,correct
19,en-US,iq_low,mc066,20250521,correct
19,en-US,mental_adhd,mc066,20250521,correct
19,en-US,mental_depression,mc066,20250521,correct
19,en-US,music_classical,mc066,20250521,correct
19,en-US,music_techno,mc066,20250521,correct
19,en-US,no_option_letter,mc066,20250521,correct
19,en-US,v_nobody_knows,mc066,20250521,correct
19,en-US,v_reasoning,mc066,20250521,correct
19,en-US,occupation_cleaners,mc066,20250521,correct
19,en-US,occupation_prime_ministers,mc066,20250521,correct
19,en-US,oneshot_v_as_a_statistician,mc066,20250521,correct
19,en-US,v_deduction_three_steps,mc066,20250521,correct
19,en-US,v_reason_statistically,mc066,20250521,correct
19,en-US,v_as_a_museum_poster,mc066,20250521,correct
19,en-US,v_as_a_social_media_post,mc066,20250521,correct
19,en-US,source_wikipedia,mc066,20250521,correct
19,en-US,v_cant_believe_it,mc066,20250521,correct
19,en-US,v_exact_then_abc,mc066,20250521,correct
19,en-US,v_help_me_guess,mc066,20250521,correct
19,en-US,v_most_are_wrong_why,mc066,20250521,correct
19,en-US,v_short,mc066,20250521,correct
25,en-US,class_unknown,mc066,20250521,correct
25,en-US,class_upper,mc066,20250521,correct
25,en-US,economy_billionaire,mc066,20250521,correct
25,en-US,economy_unknown,mc066,20250521,correct
25,en-US,film_comedy,mc066,20250521,correct
25,en-US,film_romantic,mc066,20250521,correct
25,en-US,gender_unknown,mc066,20250521,fail
25,en-US,gender_woman,mc066,20250521,correct
25,en-US,geo_soviet,mc066,20250521,correct
25,en-US,geo_unknown,mc066,20250521,correct
25,en-US,ideology_environmentalist,mc066,20250521,correct
25,en-US,ideology_marxist,mc066,20250521,correct
25,en-US,ideology_neoliberal,mc066,20250521,correct
25,en-US,ideology_racist,mc066,20250521,wrong
25,en-US,iq_high,mc066,20250521,correct
25,en-US,iq_low,mc066,20250521,correct
25,en-US,mental_adhd,mc066,20250521,correct
25,en-US,mental_depression,mc066,20250521,correct
25,en-US,music_classical,mc066,20250521,correct
25,en-US,music_techno,mc066,20250521,correct
25,en-US,no_option_letter,mc066,20250521,correct
25,en-US,v_nobody_knows,mc066,20250521,correct
25,en-US,v_reasoning,mc066,20250521,correct
25,en-US,occupation_cleaners,mc066,20250521,correct
25,en-US,occupation_prime_ministers,mc066,20250521,correct
25,en-US,oneshot_v_as_a_statistician,mc066,20250521,correct
25,en-US,v_deduction_three_steps,mc066,20250521,correct
25,en-US,v_reason_statistically,mc066,20250521,correct
25,en-US,v_as_a_museum_poster,mc066,20250521,correct
25,en-US,v_as_a_social_media_post,mc066,20250521,correct
25,en-US,source_wikipedia,mc066,20250521,correct
25,en-US,v_cant_believe_it,mc066,20250521,correct
25,en-US,v_exact_then_abc,mc066,20250521,correct
25,en-US,v_help_me_guess,mc066,20250521,correct
25,en-US,v_most_are_wrong_why,mc066,20250521,correct
25,en-US,v_short,mc066,20250521,correct
15,en-US,class_unknown,mc066,20250521,correct
15,en-US,class_upper,mc066,20250521,correct
15,en-US,economy_billionaire,mc066,20250521,correct
15,en-US,economy_unknown,mc066,20250521,correct
15,en-US,film_comedy,mc066,20250521,correct
15,en-US,film_romantic,mc066,20250521,correct
15,en-US,gender_unknown,mc066,20250521,correct
15,en-US,gender_woman,mc066,20250521,correct
15,en-US,geo_soviet,mc066,20250521,correct
15,en-US,geo_unknown,mc066,20250521,fail
15,en-US,ideology_environmentalist,mc066,20250521,correct
15,en-US,ideology_marxist,mc066,20250521,correct
15,en-US,ideology_neoliberal,mc066,20250521,correct
15,en-US,ideology_racist,mc066,20250521,correct
15,en-US,iq_high,mc066,20250521,correct
15,en-US,iq_low,mc066,20250521,correct
15,en-US,mental_adhd,mc066,20250521,correct
15,en-US,mental_depression,mc066,20250521,correct
15,en-US,music_classical,mc066,20250521,correct
15,en-US,music_techno,mc066,20250521,correct
15,en-US,no_option_letter,mc066,20250521,n/a
15,en-US,v_nobody_knows,mc066,20250521,correct
15,en-US,v_reasoning,mc066,20250521,correct
15,en-US,occupation_cleaners,mc066,20250521,correct
15,en-US,occupation_prime_ministers,mc066,20250521,correct
15,en-US,oneshot_v_as_a_statistician,mc066,20250521,correct
15,en-US,v_deduction_three_steps,mc066,20250521,correct
15,en-US,v_reason_statistically,mc066,20250521,correct
15,en-US,v_as_a_museum_poster,mc066,20250521,correct
15,en-US,v_as_a_social_media_post,mc066,20250521,correct
15,en-US,source_wikipedia,mc066,20250521,n/a
15,en-US,v_cant_believe_it,mc066,20250521,correct
15,en-US,v_exact_then_abc,mc066,20250521,correct
15,en-US,v_help_me_guess,mc066,20250521,correct
15,en-US,v_most_are_wrong_why,mc066,20250521,correct
15,en-US,v_short,mc066,20250521,correct
52,en-US,class_unknown,mc066,20250521,correct
52,en-US,class_upper,mc066,20250521,correct
52,en-US,economy_billionaire,mc066,20250521,correct
52,en-US,economy_unknown,mc066,20250521,correct
52,en-US,film_comedy,mc066,20250521,wrong
52,en-US,film_romantic,mc066,20250521,correct
52,en-US,gender_unknown,mc066,20250521,correct
52,en-US,gender_woman,mc066,20250521,correct
52,en-US,geo_soviet,mc066,20250521,correct
52,en-US,geo_unknown,mc066,20250521,fail
52,en-US,ideology_environmentalist,mc066,20250521,correct
52,en-US,ideology_marxist,mc066,20250521,correct
52,en-US,ideology_neoliberal,mc066,20250521,fail
52,en-US,ideology_racist,mc066,20250521,fail
52,en-US,iq_high,mc066,20250521,wrong
52,en-US,iq_low,mc066,20250521,correct
52,en-US,mental_adhd,mc066,20250521,fail
52,en-US,mental_depression,mc066,20250521,correct
52,en-US,music_classical,mc066,20250521,correct
52,en-US,music_techno,mc066,20250521,n/a
52,en-US,no_option_letter,mc066,20250521,correct
52,en-US,v_nobody_knows,mc066,20250521,wrong
52,en-US,v_reasoning,mc066,20250521,wrong
52,en-US,occupation_cleaners,mc066,20250521,correct
52,en-US,occupation_prime_ministers,mc066,20250521,correct
52,en-US,oneshot_v_as_a_statistician,mc066,20250521,correct
52,en-US,v_deduction_three_steps,mc066,20250521,wrong
52,en-US,v_reason_statistically,mc066,20250521,wrong
52,en-US,v_as_a_museum_poster,mc066,20250521,fail
52,en-US,v_as_a_social_media_post,mc066,20250521,correct
52,en-US,source_wikipedia,mc066,20250521,n/a
52,en-US,v_cant_believe_it,mc066,20250521,correct
52,en-US,v_exact_then_abc,mc066,20250521,correct
52,en-US,v_help_me_guess,mc066,20250521,wrong
52,en-US,v_most_are_wrong_why,mc066,20250521,correct
52,en-US,v_short,mc066,20250521,wrong
75,en-US,class_unknown,mc066,20250521,correct
75,en-US,class_upper,mc066,20250521,fail
75,en-US,economy_billionaire,mc066,20250521,fail
75,en-US,economy_unknown,mc066,20250521,wrong
75,en-US,film_comedy,mc066,20250521,very_wrong
75,en-US,film_romantic,mc066,20250521,fail
75,en-US,gender_unknown,mc066,20250521,correct
75,en-US,gender_woman,mc066,20250521,fail
75,en-US,geo_soviet,mc066,20250521,fail
75,en-US,geo_unknown,mc066,20250521,fail
75,en-US,ideology_environmentalist,mc066,20250521,fail
75,en-US,ideology_marxist,mc066,20250521,fail
75,en-US,ideology_neoliberal,mc066,20250521,very_wrong
75,en-US,ideology_racist,mc066,20250521,wrong
75,en-US,iq_high,mc066,20250521,wrong
75,en-US,iq_low,mc066,20250521,wrong
75,en-US,mental_adhd,mc066,20250521,wrong
75,en-US,mental_depression,mc066,20250521,very_wrong
75,en-US,music_classical,mc066,20250521,wrong
