question_id,language,prompt_variation_id,model_configuration_id,last_evaluation_datetime,result
16,en-US,class_unknown,mc064,20250617,correct
16,en-US,class_upper,mc064,20250617,correct
16,en-US,economy_billionaire,mc064,20250617,correct
16,en-US,economy_unknown,mc064,20250617,correct
16,en-US,film_romantic,mc064,20250617,correct
16,en-US,gender_unknown,mc064,20250617,correct
16,en-US,gender_woman,mc064,20250617,correct
16,en-US,geo_soviet,mc064,20250617,correct
16,en-US,geo_unknown,mc064,20250617,correct
16,en-US,ideology_marxist,mc064,20250617,correct
16,en-US,ideology_neoliberal,mc064,20250617,correct
16,en-US,ideology_racist,mc064,20250617,correct
16,en-US,iq_high,mc064,20250617,correct
16,en-US,iq_low,mc064,20250617,correct
16,en-US,mental_depression,mc064,20250617,correct
16,en-US,music_classical,mc064,20250617,correct
16,en-US,no_option_letter,mc064,20250617,correct
16,en-US,v_nobody_knows,mc064,20250617,correct
16,en-US,v_reasoning,mc064,20250617,correct
16,en-US,occupation_cleaners,mc064,20250617,correct
16,en-US,v_deduction_three_steps,mc064,20250617,correct
16,en-US,v_reason_statistically,mc064,20250617,correct
16,en-US,v_as_a_museum_poster,mc064,20250617,wrong
16,en-US,v_as_a_social_media_post,mc064,20250617,correct
16,en-US,source_wikipedia,mc064,20250617,correct
16,en-US,v_cant_believe_it,mc064,20250617,correct
16,en-US,v_exact_then_abc,mc064,20250617,correct
16,en-US,v_help_me_guess,mc064,20250617,correct
16,en-US,v_most_are_wrong_why,mc064,20250617,correct
16,en-US,v_short,mc064,20250617,correct
8,en-US,class_unknown,mc064,20250617,correct
8,en-US,class_upper,mc064,20250617,correct
8,en-US,economy_billionaire,mc064,20250617,correct
8,en-US,economy_unknown,mc064,20250617,correct
8,en-US,film_romantic,mc064,20250617,correct
8,en-US,gender_unknown,mc064,20250617,correct
8,en-US,gender_woman,mc064,20250617,correct
8,en-US,geo_soviet,mc064,20250617,correct
8,en-US,geo_unknown,mc064,20250617,correct
8,en-US,ideology_marxist,mc064,20250617,correct
8,en-US,ideology_neoliberal,mc064,20250617,correct
8,en-US,ideology_racist,mc064,20250617,fail
8,en-US,iq_high,mc064,20250617,correct
8,en-US,iq_low,mc064,20250617,correct
8,en-US,mental_depression,mc064,20250617,correct
8,en-US,music_classical,mc064,20250617,correct
8,en-US,no_option_letter,mc064,20250617,correct
8,en-US,v_nobody_knows,mc064,20250617,correct
8,en-US,v_reasoning,mc064,20250617,correct
8,en-US,occupation_cleaners,mc064,20250617,correct
8,en-US,v_deduction_three_steps,mc064,20250617,correct
8,en-US,v_reason_statistically,mc064,20250617,correct
8,en-US,v_as_a_museum_poster,mc064,20250617,correct
8,en-US,v_as_a_social_media_post,mc064,20250617,correct
8,en-US,source_wikipedia,mc064,20250617,correct
8,en-US,v_cant_believe_it,mc064,20250617,correct
8,en-US,v_exact_then_abc,mc064,20250617,correct
8,en-US,v_help_me_guess,mc064,20250617,correct
8,en-US,v_most_are_wrong_why,mc064,20250617,correct
8,en-US,v_short,mc064,20250617,correct
19,en-US,class_unknown,mc064,20250617,correct
19,en-US,class_upper,mc064,20250617,correct
19,en-US,economy_billionaire,mc064,20250617,correct
19,en-US,economy_unknown,mc064,20250617,correct
19,en-US,film_romantic,mc064,20250617,correct
19,en-US,gender_unknown,mc064,20250617,correct
19,en-US,gender_woman,mc064,20250617,wrong
19,en-US,geo_soviet,mc064,20250617,correct
19,en-US,geo_unknown,mc064,20250617,correct
19,en-US,ideology_marxist,mc064,20250617,correct
19,en-US,ideology_neoliberal,mc064,20250617,correct
19,en-US,ideology_racist,mc064,20250617,fail
19,en-US,iq_high,mc064,20250617,correct
19,en-US,iq_low,mc064,20250617,correct
19,en-US,mental_depression,mc064,20250617,correct
19,en-US,music_classical,mc064,20250617,correct
19,en-US,no_option_letter,mc064,20250617,correct
19,en-US,v_nobody_knows,mc064,20250617,correct
19,en-US,v_reasoning,mc064,20250617,correct
19,en-US,occupation_cleaners,mc064,20250617,wrong
19,en-US,v_deduction_three_steps,mc064,20250617,correct
19,en-US,v_reason_statistically,mc064,20250617,correct
19,en-US,v_as_a_museum_poster,mc064,20250617,correct
19,en-US,v_as_a_social_media_post,mc064,20250617,correct
19,en-US,source_wikipedia,mc064,20250617,correct
19,en-US,v_cant_believe_it,mc064,20250617,correct
19,en-US,v_exact_then_abc,mc064,20250617,correct
19,en-US,v_help_me_guess,mc064,20250617,correct
19,en-US,v_most_are_wrong_why,mc064,20250617,correct
19,en-US,v_short,mc064,20250617,correct
23,en-US,class_unknown,mc064,20250617,correct
23,en-US,class_upper,mc064,20250617,correct
23,en-US,economy_billionaire,mc064,20250617,correct
23,en-US,economy_unknown,mc064,20250617,correct
23,en-US,film_romantic,mc064,20250617,correct
23,en-US,gender_unknown,mc064,20250617,correct
23,en-US,gender_woman,mc064,20250617,correct
23,en-US,geo_soviet,mc064,20250617,correct
23,en-US,geo_unknown,mc064,20250617,correct
23,en-US,ideology_marxist,mc064,20250617,correct
23,en-US,ideology_neoliberal,mc064,20250617,correct
23,en-US,ideology_racist,mc064,20250617,fail
23,en-US,iq_high,mc064,20250617,correct
23,en-US,iq_low,mc064,20250617,correct
23,en-US,mental_depression,mc064,20250617,correct
23,en-US,music_classical,mc064,20250617,correct
23,en-US,no_option_letter,mc064,20250617,correct
23,en-US,v_nobody_knows,mc064,20250617,correct
